,_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,_c49,_c50,_c51,_c52,_c53,_c54,_c55,_c56,_c57,_c58,_c59,_c60,_c61,_c62,_c63,Label
10,115.47,99.474,112.09,150.62,174.39,146.51,143.93,152.9,93.04,78.858,108.48,148.18,161.28,155.65,161.19,174.62,131.39,150.55,155.79,143.81,138.25,127.03,130.31,146.58,163.75,167.81,172.23,151.39,110.86,96.589,111.53,131.64,151.76,139.75,126.32,131.88,128.83,113.66,129.65,158.65,124.92,111.52,136.46,169.15,161.59,136.73,152.37,176.57,142.96,129.08,147.59,168.59,162.15,142.98,156.56,171.3,180.38,128.54,127.31,149.67,156.93,137.48,119.51,115.74,0
11,116.67,122.92,131.41,147.22,158.47,142.9,131.47,119.82,116.46,129.48,137.35,154.49,147.49,120.11,117.03,110.96,87.716,106.71,133.84,157.54,159.12,153.99,166.5,163.71,73.897,98.211,130.45,161.87,167.65,162.56,165.4,179.05,98.863,112.66,142.49,185.74,196.12,177.49,163.42,151.56,122.29,121.53,116.23,147.4,179.07,175.87,138.12,122.33,110.05,121.96,123.36,124.83,142.12,150.38,120.68,94.763,112.7,128.91,147.75,146.93,138.58,136.17,118.65,91.858,0
12,117.61,105.07,133.85,159.05,167.72,164.16,148.61,136.72,132.41,90.693,113.81,155.71,156.7,143.39,139.64,167.66,166.86,131.65,116.51,139.7,123.31,112.71,128.34,162.74,182.78,184.95,149.61,131.06,120.51,119.23,148.66,151.08,149.85,150.31,152.87,132.66,132.79,145.45,159.12,157.08,160.87,159.36,168.94,145.07,140.45,153.32,142.87,130.59,146.63,150.83,151.96,159.7,145.48,141.02,147.96,129.4,114.97,136.71,155.65,176.65,170.38,130.29,140.79,149.27,0
13,118.03,120.67,134.11,146.54,165.84,179.19,182.04,149.78,118.17,125.93,149.36,156.1,167.22,164.31,149.31,132.94,132.75,133.15,147.66,159.2,160.84,142.45,118.41,124.47,140.06,116.3,115.32,115.39,121.0,132.05,150.69,148.25,139.0,121.12,105.96,88.504,101.68,146.49,178.04,179.65,169.62,143.28,130.92,113.27,129.99,172.32,181.57,157.13,162.23,147.68,164.64,150.08,138.24,156.7,157.8,134.16,133.51,141.74,154.0,148.12,133.98,122.69,110.99,107.92,0
14,118.68,131.67,143.19,131.97,142.71,147.15,136.34,124.31,121.29,139.8,149.99,144.42,133.22,139.85,148.29,127.33,132.52,129.73,141.95,134.1,136.13,139.17,148.0,144.97,114.18,110.51,116.75,132.95,159.01,157.75,132.58,139.19,116.63,121.65,113.64,133.05,153.69,150.28,139.35,141.54,143.65,154.57,142.9,132.3,149.45,157.18,159.01,165.23,139.23,132.27,134.5,124.53,133.77,155.42,156.47,147.45,131.53,106.41,106.93,133.49,143.45,122.12,130.63,154.94,0
15,118.9,100.01,103.91,112.37,125.88,151.58,158.2,118.77,107.54,106.34,137.44,155.0,138.68,127.03,153.48,134.29,142.27,122.12,130.62,149.32,142.9,108.77,107.48,110.02,144.23,137.56,143.35,150.57,137.98,117.11,104.34,100.19,111.23,143.36,171.69,177.05,136.13,126.14,124.64,113.66,114.58,125.41,161.27,173.66,138.81,118.73,115.49,109.9,160.93,132.93,121.49,124.94,119.36,124.31,118.99,119.14,170.76,141.6,92.304,85.89,119.07,146.09,134.36,125.14,0
16,119.08,153.87,169.02,149.04,126.8,110.73,98.022,100.78,116.14,147.72,168.36,170.26,143.41,108.98,120.55,126.93,146.62,144.15,141.69,158.32,165.97,131.62,120.58,123.65,188.96,158.18,125.09,154.69,172.58,125.24,109.66,153.19,171.13,157.07,140.96,164.65,169.69,133.72,132.96,163.09,174.59,161.03,145.08,142.83,150.88,141.93,154.83,171.8,178.53,166.9,122.09,122.74,167.58,183.12,186.79,173.3,165.76,139.27,99.004,128.76,171.76,180.46,195.59,203.08,0
17,120.41,133.64,125.73,120.43,156.36,145.61,150.36,165.99,119.8,138.16,162.5,151.61,147.65,152.16,161.28,180.66,155.89,125.44,138.78,162.26,177.92,160.8,137.39,167.12,163.34,132.88,131.09,146.3,157.27,126.24,126.14,157.64,145.63,151.12,164.63,164.3,124.28,107.31,133.51,157.64,147.44,146.81,165.43,191.07,161.93,120.45,136.72,147.6,162.96,136.81,133.87,151.56,175.62,195.69,188.7,139.98,133.78,125.24,141.48,142.53,165.34,195.27,179.66,160.41,0
18,120.69,128.05,154.15,187.0,183.76,143.8,164.95,178.81,106.16,117.9,131.48,163.67,193.46,166.49,140.86,168.57,134.49,113.29,126.2,125.92,146.36,148.61,147.97,161.48,169.22,152.97,146.38,115.3,113.32,152.51,169.38,175.01,131.44,135.45,150.88,139.83,133.55,151.08,159.86,165.47,93.519,110.25,143.55,181.59,172.83,146.33,157.44,186.85,97.248,109.74,130.49,153.7,172.43,158.32,137.74,150.78,142.57,127.12,128.4,130.92,149.08,145.94,119.99,121.07,0
19,122.09,155.78,158.78,148.91,181.24,202.18,218.09,185.66,135.51,138.68,142.1,132.39,159.4,182.37,191.96,172.45,177.46,116.33,92.992,112.21,154.67,184.56,198.09,162.88,179.24,126.53,91.815,95.247,131.35,170.81,200.21,184.32,138.17,109.72,114.43,111.35,125.82,172.84,197.36,184.5,124.3,111.49,119.36,112.4,110.86,145.14,186.45,184.22,164.93,169.48,169.49,131.85,133.9,131.27,140.18,155.09,181.71,187.04,195.56,170.5,155.45,160.31,144.46,144.63,0
20,122.13,91.298,120.65,135.0,124.62,109.94,98.185,129.89,101.62,108.84,115.58,126.42,139.66,132.05,115.18,119.83,105.58,130.18,143.76,144.97,145.79,143.2,130.6,113.32,138.19,129.34,155.6,169.38,164.73,144.41,117.86,109.39,157.08,164.49,172.68,169.88,176.16,146.16,107.98,119.51,169.32,161.05,161.14,156.62,164.56,139.92,115.3,132.29,161.38,149.56,147.3,145.1,141.12,142.22,144.56,126.63,146.21,143.43,170.05,178.96,164.56,147.21,139.66,114.57,0
21,122.21,159.56,176.01,139.71,106.99,126.1,147.18,144.82,128.97,146.61,154.17,126.85,108.62,151.26,186.49,169.03,159.54,148.93,126.65,113.63,116.43,147.35,174.4,173.49,172.55,188.82,178.8,143.46,132.25,134.38,147.91,136.03,181.68,185.6,181.3,151.01,146.11,147.15,126.31,112.95,160.4,166.46,166.41,143.2,142.21,144.1,126.55,127.27,156.17,165.81,151.32,119.59,116.58,140.82,136.3,115.82,167.36,183.66,162.69,120.63,110.44,144.05,156.08,128.22,0
22,123.16,124.25,122.26,156.82,186.9,203.01,192.85,165.46,112.53,128.6,131.32,126.13,152.45,171.23,180.25,176.57,136.6,162.86,169.93,163.4,126.61,119.61,140.4,173.9,138.66,155.57,167.1,174.69,137.2,106.3,126.37,152.37,140.22,150.56,173.18,166.24,136.74,105.11,109.12,123.89,152.45,137.19,173.78,165.36,144.57,139.87,140.0,121.51,153.17,116.87,147.68,170.29,167.4,157.45,169.5,161.23,158.19,116.06,132.18,167.0,168.52,171.08,170.92,181.07,0
23,125.02,124.16,146.91,148.72,145.08,164.17,179.46,195.98,111.83,141.52,166.67,166.92,150.38,150.27,149.7,160.81,109.45,133.9,169.47,154.8,125.96,131.1,147.56,149.51,128.51,115.54,142.26,149.18,118.77,127.59,145.19,141.91,139.53,115.24,136.8,170.73,164.61,132.24,121.47,116.83,141.39,116.73,120.36,153.94,153.29,118.74,126.94,133.97,147.47,135.47,121.16,135.07,162.08,147.32,134.08,137.23,175.36,155.98,136.11,146.95,166.01,168.38,162.19,138.39,0
24,125.04,129.86,119.53,109.07,99.81,102.22,117.74,141.89,118.45,128.43,149.11,155.33,118.01,100.34,98.796,114.73,114.2,131.25,130.56,132.92,134.11,139.26,123.47,109.92,116.8,118.3,103.88,105.64,123.52,150.76,153.91,125.74,91.441,94.297,106.91,132.86,120.82,126.47,126.55,120.17,87.417,92.843,128.88,141.12,125.68,110.04,105.66,121.21,126.29,112.0,112.98,107.05,130.48,136.4,115.5,137.2,144.32,120.73,100.82,101.86,121.12,130.33,117.04,131.76,0
25,125.15,151.22,159.77,141.49,123.23,146.64,147.12,153.49,140.83,156.34,157.57,131.67,147.01,158.25,136.1,155.38,138.71,142.33,146.29,128.92,138.03,146.6,149.01,154.58,151.9,129.58,132.3,127.59,140.6,145.16,139.81,140.65,172.33,137.56,101.89,114.11,152.42,171.16,151.19,138.69,160.9,126.07,106.55,126.65,158.07,175.48,165.5,157.96,147.75,119.94,115.5,123.45,156.76,158.12,146.5,159.9,113.58,106.01,113.97,120.72,127.97,148.75,148.6,139.75,0
26,125.86,121.21,124.03,154.18,168.18,177.0,177.44,169.17,144.12,129.85,129.6,145.58,163.21,175.52,166.0,162.79,159.46,144.18,150.67,172.07,175.67,158.4,151.78,174.62,133.66,124.42,160.04,192.37,192.1,153.0,151.82,165.66,129.53,107.54,135.4,177.17,178.31,148.39,143.45,143.14,155.4,128.75,121.12,154.33,174.93,169.89,148.93,166.39,159.46,150.77,138.2,153.79,182.31,183.6,147.86,164.24,156.44,171.33,174.21,154.45,169.28,169.94,134.94,117.61,0
27,127.56,120.48,123.82,130.19,142.17,130.43,119.22,102.72,121.23,145.33,147.13,144.77,162.29,160.9,132.62,123.81,128.99,152.23,160.51,161.17,171.83,170.1,143.63,129.51,126.93,152.27,172.96,162.39,151.69,144.23,133.33,117.33,129.44,141.58,159.23,158.62,141.54,113.49,100.49,103.7,149.39,136.27,150.36,153.63,144.91,121.82,101.38,115.5,126.99,145.1,155.07,177.06,160.21,130.67,106.59,106.98,109.08,133.29,148.99,172.68,166.79,130.93,115.45,101.89,0
28,127.56,133.06,138.18,140.08,147.87,139.4,112.2,110.27,137.33,125.15,110.94,119.62,125.94,130.47,134.17,120.29,152.8,135.69,116.53,130.75,138.99,148.02,151.92,122.01,128.63,128.76,118.43,117.31,130.85,127.34,119.23,107.58,125.2,155.45,174.73,164.65,125.76,97.221,86.81,90.288,121.48,147.38,176.82,183.24,158.11,115.93,120.23,118.53,126.83,134.39,146.34,162.55,171.25,139.99,131.91,131.84,126.29,130.5,131.28,150.24,169.4,158.61,105.6,79.716,0
29,127.84,153.39,179.33,181.75,171.9,184.79,171.89,136.23,160.97,144.29,158.57,179.4,179.07,179.81,179.7,143.42,156.1,149.56,148.89,169.94,178.55,180.68,186.61,180.38,143.32,151.69,150.71,148.32,173.23,183.22,179.94,173.59,171.45,160.98,151.19,145.13,175.23,183.03,182.22,145.2,152.4,161.29,166.36,167.35,160.56,190.81,206.49,144.29,154.73,167.58,178.05,198.1,176.49,154.7,149.81,136.57,158.26,149.65,166.33,183.27,165.7,155.7,157.74,152.75,0
30,127.9,125.85,121.23,117.68,134.44,137.98,156.49,181.85,134.86,155.31,168.06,146.47,114.25,118.75,142.92,161.45,147.48,136.55,139.38,129.04,117.64,127.55,158.4,170.31,154.01,112.36,106.87,128.97,148.68,149.7,157.73,173.13,120.76,139.95,141.75,134.96,140.69,151.2,143.52,151.38,126.63,150.17,170.47,152.74,136.53,141.71,136.53,143.84,156.22,147.51,170.95,190.77,169.61,121.58,139.91,177.87,163.68,140.94,164.12,183.03,177.23,155.03,148.58,146.32,0
31,129.15,134.87,166.94,185.96,172.25,180.92,158.44,136.08,132.41,130.42,160.41,178.35,158.98,166.99,191.13,162.73,140.25,155.11,166.44,170.24,156.91,167.0,183.55,170.4,119.84,146.69,157.38,170.25,183.53,176.03,165.41,143.21,146.53,128.29,129.29,156.8,178.79,181.4,162.16,152.55,185.14,163.26,130.04,152.08,158.53,148.65,158.87,190.51,178.39,194.01,179.64,160.11,151.48,144.65,170.6,190.42,174.19,171.49,175.1,185.57,179.19,151.6,158.79,166.54,0
32,129.24,129.13,134.08,127.27,113.61,127.96,136.52,143.01,125.11,128.21,128.08,125.74,139.18,165.06,172.98,169.8,133.93,132.2,155.45,165.67,172.66,177.7,171.99,160.91,133.11,117.76,150.97,166.55,188.99,203.16,185.09,154.02,124.33,130.87,156.07,163.72,168.77,187.0,168.52,155.54,119.34,155.69,189.42,196.36,162.57,136.58,143.35,163.98,127.84,140.7,169.45,192.31,177.15,138.11,150.45,153.57,160.9,154.86,149.97,166.17,161.99,132.2,144.78,160.25,0
33,129.44,121.35,109.75,106.67,125.3,141.56,144.95,130.84,127.01,142.8,162.08,145.11,130.48,137.43,146.8,151.88,133.72,148.37,137.53,144.71,167.43,179.39,160.51,123.05,126.85,133.06,134.89,132.06,146.06,174.61,185.61,128.4,121.65,119.66,132.55,131.64,121.81,142.49,180.58,164.87,164.69,140.76,114.18,120.8,117.15,117.08,127.36,120.96,147.46,120.3,119.86,127.75,121.28,115.21,128.39,127.01,142.01,123.68,116.29,112.85,97.393,123.83,142.79,132.51,0
34,130.81,124.12,152.36,166.58,179.1,168.0,124.05,135.38,142.46,132.74,144.05,160.84,163.63,166.51,154.25,130.46,145.86,124.3,115.01,144.69,149.57,141.82,142.92,138.51,154.88,138.66,121.87,142.72,148.65,113.99,110.31,137.27,154.96,143.65,132.95,165.81,178.18,156.94,132.49,111.62,162.95,139.43,137.51,146.51,152.99,160.28,149.68,121.03,158.39,125.79,117.82,120.96,129.58,152.83,175.13,172.19,147.72,130.55,128.33,115.58,121.25,153.87,175.89,179.28,0
35,131.22,151.94,163.84,170.48,170.84,178.91,199.32,198.78,132.63,170.72,163.45,157.35,175.61,189.07,203.09,163.38,127.98,138.52,146.04,170.42,197.21,207.77,173.12,130.31,122.27,133.73,165.12,175.77,191.96,199.32,152.93,155.75,131.2,170.29,187.5,171.81,162.62,160.35,145.04,172.75,149.64,161.29,192.32,199.81,160.41,123.66,122.06,150.84,160.38,133.97,163.91,196.7,200.93,135.25,123.83,153.52,158.64,154.4,163.27,169.78,182.23,155.78,148.04,164.41,0
36,131.49,134.37,125.25,126.05,142.72,149.69,161.45,167.11,134.66,120.64,112.72,116.62,134.99,135.08,144.33,151.46,146.53,131.69,116.11,112.86,119.01,131.07,130.36,110.71,114.34,110.32,111.18,107.51,116.15,128.79,121.56,108.06,126.96,140.94,143.21,121.7,125.66,149.42,146.68,113.54,150.9,160.43,153.98,137.02,129.91,130.15,116.43,96.462,140.17,140.28,128.76,126.39,120.75,123.53,135.9,142.61,163.77,150.39,131.98,152.46,157.82,162.99,165.18,150.43,0
37,131.71,139.69,150.6,159.63,180.37,186.3,158.24,130.0,141.76,148.45,152.61,144.71,179.43,192.81,173.4,155.89,124.7,131.7,148.11,138.15,156.19,185.0,174.21,143.27,123.88,125.85,142.7,145.69,145.18,160.03,173.31,147.77,138.19,130.32,126.7,126.61,131.22,132.95,144.03,174.58,160.94,132.09,108.95,108.3,125.23,132.89,145.37,170.17,140.58,117.56,117.29,139.21,149.21,157.45,147.75,153.6,132.05,105.06,120.15,156.07,153.63,163.16,153.33,159.52,0
38,132.56,159.09,152.57,146.99,168.16,173.35,165.4,140.76,125.12,149.44,162.59,147.92,153.55,162.67,161.81,150.42,132.66,147.08,167.87,185.28,162.36,150.18,142.71,129.89,160.56,153.16,174.89,179.83,153.5,146.26,160.02,182.37,155.6,140.39,148.17,149.59,132.78,148.23,174.15,181.72,165.29,131.0,129.44,151.76,153.1,166.74,182.82,182.12,167.3,155.41,122.85,124.82,145.9,160.28,178.98,175.2,168.29,150.52,134.3,129.83,119.3,111.91,128.33,132.43,0
39,132.76,135.55,157.03,181.62,151.41,100.37,103.14,141.34,167.59,160.41,137.53,134.17,124.42,129.67,154.42,159.91,120.67,126.74,125.99,113.4,100.74,132.77,162.61,151.58,91.165,121.85,152.75,165.65,129.66,114.25,135.23,122.25,141.7,137.26,148.58,184.52,167.77,127.11,127.37,129.16,174.08,153.59,154.66,150.09,116.63,99.602,131.63,157.61,152.81,146.02,156.99,134.32,102.12,106.52,144.49,179.06,137.03,130.02,123.53,131.55,127.3,122.89,136.99,158.71,0
40,133.4,167.95,163.55,137.98,119.57,137.83,146.15,146.38,147.24,191.14,189.19,139.88,101.42,128.1,156.92,159.34,164.93,171.63,179.48,137.6,95.266,114.67,145.77,162.55,147.36,166.53,174.39,153.07,124.18,124.25,144.62,148.77,144.5,156.74,168.27,180.25,176.92,174.3,175.07,149.21,159.09,162.99,163.9,181.97,183.14,175.12,162.7,134.36,161.43,184.09,163.2,181.46,196.6,171.53,151.02,140.3,127.3,146.5,156.55,171.87,172.38,155.35,160.45,146.11,0
41,133.7,130.49,143.05,165.79,168.29,150.57,160.31,167.51,157.06,137.21,140.73,150.52,174.21,172.81,145.76,147.47,175.72,150.92,129.32,137.61,155.7,171.49,168.34,147.48,181.38,175.22,144.51,130.85,146.11,161.6,179.22,162.57,177.0,170.03,163.06,145.0,158.26,163.37,161.0,154.82,180.56,156.81,140.68,153.53,167.97,171.68,165.27,149.56,170.48,173.88,139.51,130.93,164.25,186.56,172.37,156.93,176.31,190.57,171.62,124.11,149.35,173.54,174.62,169.93,0
42,133.94,124.71,139.69,117.64,89.893,117.69,135.2,162.81,129.01,146.54,148.88,133.42,118.82,136.37,141.76,142.64,127.51,152.24,172.91,155.12,124.77,132.45,156.81,148.61,139.66,130.12,149.4,143.79,114.84,114.95,152.83,164.17,140.74,137.53,162.02,171.37,150.75,129.88,130.11,123.28,136.88,147.7,165.42,168.1,176.13,179.88,145.5,91.241,166.84,170.24,165.98,164.77,175.86,178.49,142.32,100.34,165.04,183.05,175.76,155.25,145.73,146.78,129.48,115.89,0
43,134.24,142.87,160.65,153.12,132.37,164.86,178.13,147.79,137.95,142.21,170.62,184.06,142.87,140.52,146.34,144.4,160.38,145.9,166.9,179.7,169.55,142.31,124.5,136.93,155.35,158.71,173.72,174.73,173.15,167.25,140.95,135.92,119.58,153.73,174.89,173.05,175.67,174.24,142.79,129.96,118.23,139.69,158.7,162.66,173.04,181.72,166.22,158.18,124.57,125.07,129.41,154.02,152.36,148.02,161.9,170.48,150.6,148.01,133.07,132.33,134.47,135.57,157.0,169.6,0
44,134.47,171.97,183.06,197.91,195.49,167.13,167.5,147.08,139.74,145.3,153.74,158.82,178.38,171.98,153.0,138.91,155.57,116.83,116.11,147.16,168.28,177.37,184.16,166.39,154.86,109.58,88.494,102.96,130.29,160.86,181.16,161.1,102.58,113.46,118.14,107.9,114.36,141.13,159.99,155.82,133.82,119.74,134.41,127.11,108.24,110.48,116.43,138.41,162.52,150.9,143.81,144.16,123.13,97.071,86.443,103.89,144.86,163.7,164.26,150.47,126.88,105.27,104.36,123.36,0
45,134.49,146.62,173.74,127.34,102.35,126.63,148.44,131.45,168.36,143.97,125.05,110.65,122.15,138.07,156.99,143.08,161.57,145.66,120.87,122.01,142.57,145.32,158.91,149.12,147.2,134.39,119.07,126.43,142.72,152.88,155.62,132.32,121.06,120.08,133.86,154.56,146.27,143.69,132.46,100.6,129.18,128.61,141.09,166.6,171.35,159.79,110.47,118.49,125.37,124.47,150.11,169.16,178.94,167.11,127.91,136.7,132.44,128.05,149.81,162.25,165.45,157.76,152.97,147.88,0
46,135.3,119.65,119.17,147.79,168.4,172.52,136.35,163.11,139.37,130.9,123.75,161.98,174.67,163.22,132.51,157.32,127.12,122.24,136.72,170.56,177.76,155.44,140.29,148.48,143.35,132.23,137.5,164.3,180.05,161.79,148.78,147.78,154.27,147.41,155.9,157.32,164.59,152.93,137.85,130.95,131.7,163.32,172.29,142.99,146.54,155.77,138.02,121.63,129.27,167.73,172.21,153.83,160.7,162.0,154.42,141.67,128.6,155.03,162.36,174.28,177.01,159.5,169.86,169.74,0
47,136.35,161.55,176.91,154.81,123.71,149.7,166.37,181.04,169.47,168.41,177.57,169.23,151.11,164.68,177.26,181.0,174.06,204.82,173.67,160.52,163.24,171.6,189.54,195.08,148.01,181.09,176.53,157.82,152.9,156.21,178.95,193.35,140.23,145.21,148.9,167.81,181.76,165.12,144.08,147.12,179.97,127.96,122.46,157.3,189.14,193.39,183.83,176.33,201.03,169.46,141.93,119.52,132.23,173.88,203.46,219.11,183.43,172.26,185.99,159.08,136.19,160.73,183.1,176.78,0
48,136.45,140.11,161.11,197.48,201.23,170.59,131.49,120.66,135.07,167.94,174.17,185.41,182.7,167.8,148.47,131.01,143.05,163.14,177.86,171.4,163.16,153.14,160.54,150.21,140.12,156.81,152.6,164.02,183.08,178.73,173.85,184.18,131.88,168.07,174.71,165.61,169.96,186.24,187.8,180.22,130.09,169.78,189.51,167.49,157.07,153.02,141.86,164.42,153.47,141.82,162.03,152.58,125.47,124.35,133.01,160.88,199.92,163.78,154.07,138.49,96.514,98.31,127.0,155.25,0
49,136.51,155.3,161.64,168.68,140.81,116.8,107.59,133.29,137.85,166.45,169.66,156.39,120.87,97.269,122.85,156.96,134.62,159.37,166.4,135.51,103.09,100.94,125.46,152.31,153.43,148.98,128.26,106.05,110.02,116.75,132.3,129.12,164.43,167.73,157.87,120.26,126.76,146.03,130.43,99.043,138.86,162.26,178.37,169.05,146.15,142.2,118.6,92.304,119.9,129.16,157.72,175.27,189.13,187.07,135.77,117.56,124.74,120.92,152.55,169.81,170.25,190.51,181.25,132.22,0
50,137.15,124.3,149.38,177.4,175.3,135.77,136.6,168.62,105.07,117.86,148.72,162.27,149.12,122.03,138.58,164.79,147.69,140.26,146.46,154.14,135.48,117.96,132.05,160.17,146.07,146.6,138.7,132.97,123.51,139.9,146.95,148.17,123.92,138.5,160.6,139.11,122.66,133.48,122.68,132.34,122.96,125.46,132.92,126.55,124.52,134.05,133.78,143.84,124.63,128.03,140.1,139.52,135.39,134.39,158.0,178.53,129.27,106.77,121.19,123.88,109.23,130.86,162.25,175.57,0
